minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.3865,0.4616,0.6928,0.4578,0.5167,0.6425,0.8711,0.836,0.5661,649.0
0.4066,0.3563,0.4444,0.489,0.3168,0.5495,0.9577,0.6208,0.5848,283.0
0.5352,0.5804,0.9214,0.0258,0.2741,0.2939,0.1258,0.127,0.0885,938.0
0.2117,0.276,0.4565,0.5091,0.6886,0.234,0.8013,0.5848,0.6081,452.0
0.7007,0.4979,0.6253,0.4734,0.6648,0.4877,0.9799,0.8571,0.7109,561.0
0.0465,0.5167,0.2483,0.4323,0.4155,0.7972,0.3426,0.347,0.5463,91.0
0.0977,0.2324,0.3266,0.6208,0.4766,0.1261,0.1133,0.1363,0.2219,135.0
0.3859,0.206,0.446,0.6068,0.2025,0.5985,0.9207,0.6301,0.5855,420.0
0.2101,0.1767,0.4078,0.2404,0.3528,0.6934,0.2719,0.2337,0.3585,388.0
0.1675,0.0,0.0404,0.816,0.2547,0.5193,0.6912,0.3871,0.5785,123.0
0.1213,0.2327,0.2582,0.8637,0.5775,0.7049,0.0366,0.4479,0.7058,319.0
0.4136,0.4113,0.8379,0.113,0.0678,0.1175,0.4588,0.1102,0.0439,3828.0
0.1748,0.2986,0.2133,0.8835,0.5686,0.6297,0.6138,0.7071,0.7386,167.0
0.1423,0.0856,0.2993,0.554,0.3142,0.1907,0.3457,0.1477,0.1894,247.0
0.2913,0.1624,0.7345,0.6905,0.5845,0.6807,0.9331,0.9583,0.7342,1175.0
0.7278,0.6686,0.893,0.0064,0.1948,0.6934,0.483,0.3594,0.2773,12558.0
0.5546,0.7778,0.6985,0.2964,0.6078,0.8555,0.8478,0.8819,0.8284,330.0
0.0175,0.2547,0.3763,0.4667,0.2174,0.4537,0.2133,0.1544,0.5209,62.0
0.0143,0.0949,0.3295,0.4368,0.8099,0.6934,0.5068,0.6313,0.5177,60.0
0.5081,0.3308,0.384,0.5202,0.7864,0.5033,0.3598,0.5097,0.7061,705.0
0.1945,0.0704,0.0856,0.7988,0.7867,0.1754,0.3082,0.3088,0.5648,152.0
0.0713,0.306,0.1624,0.4518,0.603,0.2939,0.7791,0.3722,0.3964,92.0
0.0968,0.057,0.2894,0.4734,0.4266,0.6425,0.4565,0.3706,0.4992,546.0
0.127,0.2652,0.752,0.6418,0.3922,0.2038,0.2811,0.3598,0.3655,594.0
0.5966,0.9214,0.2426,0.4779,0.8526,0.5985,0.4467,0.5438,0.6972,92.0
0.3693,0.5412,0.972,0.6208,0.5887,0.4537,0.7084,0.8918,0.7743,874.0
0.3225,0.1168,0.2318,0.816,0.4706,0.5339,0.8281,0.6912,0.8188,426.0
0.198,0.1541,0.3776,0.5259,0.4912,0.8195,0.7443,0.7332,0.5836,365.0
0.2942,0.4183,0.3543,0.5435,0.8634,0.3626,0.1716,0.3747,0.4575,452.0
0.1808,0.156,0.0748,0.964,0.6227,0.6705,0.7867,0.8112,0.7606,495.0
0.1102,0.113,0.0675,0.9401,0.667,0.6425,0.2337,0.5084,0.724,295.0
0.1722,0.6813,0.4499,0.5833,0.8876,0.6425,0.6011,0.8316,0.6453,498.0
0.1133,0.2222,0.2658,0.66,0.8192,0.7284,0.191,0.568,0.7972,367.0
0.9195,0.7313,0.9698,0.0146,0.5129,0.993,0.7125,0.8462,0.8128,5708.0
0.3126,0.5772,0.4737,0.6533,0.3333,0.5193,0.8239,0.6488,0.3231,94.0
0.9726,0.588,0.4056,0.7899,0.9952,0.2763,0.2152,0.5778,0.8548,278.0
0.8988,0.2028,0.5591,0.5091,0.9271,0.8555,0.5823,0.9169,0.9255,98.0
0.164,0.3044,0.1519,0.5259,0.34,0.0462,0.1449,0.0366,0.0334,148.0
0.461,0.12,0.8765,0.4323,0.5183,0.6297,0.7049,0.8309,0.4034,1125.0
0.6285,0.3661,0.4788,0.5202,0.638,0.3986,0.4712,0.4884,0.4177,84.0
0.2684,0.2627,0.8122,0.4483,0.2878,0.5801,0.7437,0.6861,0.2862,152.0
0.263,0.049,0.6934,0.5699,0.915,0.1624,0.8093,0.8265,0.3044,104.0
0.3407,0.0,0.7131,0.3295,0.2805,0.8071,0.951,0.7886,0.4677,174.0
0.1843,0.0618,0.5941,0.6138,0.6905,0.2939,0.7826,0.7418,0.312,173.0
0.2423,0.1471,0.6689,0.5202,0.4963,0.1404,0.2471,0.2757,0.1127,1138.0
0.2741,0.3088,0.7927,0.3442,0.3734,0.2038,0.7584,0.4648,0.0659,654.0
0.9647,0.1006,0.5508,0.6351,0.9341,0.8376,0.8344,0.9825,0.8927,283.0
0.6928,0.1089,0.7217,0.5699,0.3575,0.6297,0.6358,0.71,0.645,218.0
0.249,0.0958,0.0267,0.5304,0.228,0.021,0.5842,0.0649,0.035,151.0
0.7437,0.3276,0.263,0.5699,0.8606,0.3814,0.4842,0.5135,0.6718,426.0
0.3018,0.128,0.7046,0.5259,0.4161,0.4877,0.6342,0.6266,0.1767,830.0
0.2413,0.3091,0.3795,0.7504,0.4725,0.263,0.2095,0.2763,0.4527,354.0
0.1971,0.7176,0.8367,0.4015,0.1121,0.0353,0.7389,0.2948,0.1067,94.0
0.3578,0.3521,0.8816,0.3973,0.4546,0.4187,0.6788,0.6641,0.2203,1218.0
0.2108,0.389,0.4839,0.4117,0.1168,0.5339,0.3158,0.1964,0.0592,189.0
0.5597,0.1207,0.6367,0.5498,0.7918,0.4537,0.8561,0.8752,0.8185,88.0
0.3508,0.0,0.2824,0.6004,0.1054,0.0462,0.9879,0.2544,0.1726,107.0
0.2445,0.0592,0.504,0.5046,0.4578,0.1261,0.0866,0.1407,0.2728,548.0
0.3601,0.4508,0.645,0.6558,0.7217,0.1404,0.0484,0.3349,0.1379,144.0
0.9465,0.0,0.5861,0.4865,0.9242,0.6705,0.5571,0.8548,0.8166,250.0
0.8357,0.1331,0.3932,0.73,0.8784,0.1624,0.1219,0.3699,0.5097,165.0
0.3537,0.079,0.0793,0.6663,0.5151,0.1261,0.5103,0.2127,0.4171,215.0
0.3273,0.2642,0.83,0.3403,0.2343,0.93,0.6488,0.7466,0.4791,547.0
0.227,0.3365,0.3193,0.5202,0.7517,0.0621,0.3365,0.2436,0.0614,104.0
0.206,0.134,0.6237,0.482,0.688,0.2763,0.7431,0.6539,0.283,78.0
0.412,0.2149,0.829,0.4667,0.2744,0.957,0.972,0.9347,0.4432,82.0
0.4785,0.2311,0.4489,0.1566,0.0532,0.1404,0.5062,0.049,0.0898,94.0
0.4336,0.2773,0.8131,0.5046,0.6546,0.3626,0.5692,0.7042,0.235,1965.0
0.4323,0.8144,0.6724,0.1815,0.1353,0.2496,0.8332,0.2748,0.2356,417.0
0.1223,0.6498,0.3429,0.1964,0.2053,0.313,0.2658,0.0528,0.1264,70.0
0.5342,0.0742,0.9089,0.2964,0.4986,0.1624,0.4651,0.3948,0.1671,141.0
0.4228,0.6017,0.8077,0.3212,0.2884,0.263,0.8055,0.4734,0.1907,407.0
0.2181,0.2525,0.29,0.2572,0.1614,0.3298,0.4597,0.085,0.1188,95.0
0.1309,0.6316,0.1754,0.2709,0.6472,0.0974,0.5508,0.1566,0.1598,100.0
0.185,0.2146,0.4852,0.1751,0.4467,0.1907,0.2127,0.0879,0.021,298.0
0.028,0.1293,0.4206,0.1605,0.1251,0.0621,0.4349,0.0357,0.0229,90.0
0.361,0.4046,0.5304,0.2018,0.2655,0.3986,0.1837,0.1044,0.0602,117.0
0.3836,0.8341,0.1073,0.1184,0.5355,0.0353,0.3938,0.0341,0.1942,70.0
0.8701,0.9959,0.3671,0.3862,0.9755,0.5985,0.142,0.4629,0.5778,81.0
0.3964,0.7762,0.6151,0.0369,0.2299,0.5193,0.4161,0.1789,0.3251,81.0
0.1277,0.5995,0.5833,0.1229,0.2213,0.4877,0.228,0.1273,0.1041,128.0
0.8809,0.9733,0.8873,0.5014,0.9478,0.263,0.2904,0.6969,0.8144,209.0
0.4664,0.6074,0.4632,0.61,0.5928,0.313,0.9529,0.7208,0.2751,96.0
0.7982,0.9736,0.7835,0.4228,0.8758,0.2496,0.3266,0.5654,0.7112,233.0
0.4696,0.8739,0.774,0.219,0.461,0.3473,0.6215,0.439,0.454,474.0
0.694,0.8816,0.971,0.0509,0.6345,0.7475,0.5689,0.7405,0.49,5723.0
0.1417,0.3292,0.6625,0.1025,0.127,0.313,0.6374,0.1872,0.15,297.0
0.7093,0.95,0.8641,0.1964,0.8793,0.3986,0.3515,0.5852,0.6683,701.0
0.1188,0.1528,0.199,0.2114,0.0223,0.0551,0.4002,0.0115,0.0083,97.0
0.1958,0.5673,0.6157,0.2572,0.1267,0.0621,0.5355,0.1108,0.1165,115.0
0.1789,0.4005,0.7326,0.1086,0.0131,0.5193,0.397,0.1675,0.1856,85.0
0.5591,0.7714,0.5517,0.3085,0.3983,0.6705,0.9854,0.7096,0.4174,66.0
0.2432,0.0684,0.5298,0.1869,0.2525,0.3814,0.2334,0.107,0.036,78.0
0.3308,0.1258,0.4123,0.7956,0.0188,0.7475,0.185,0.3107,0.1554,134.0
0.4505,0.5132,0.3808,0.2499,0.5361,0.5495,0.6345,0.4046,0.2846,102.0
0.5323,0.8007,0.9745,0.0723,0.5486,0.5801,0.7816,0.7326,0.3212,2791.0
0.4002,0.432,0.8532,0.3862,0.5864,0.5339,0.5581,0.7122,0.3508,433.0
0.5536,0.8981,0.8812,0.1229,0.6724,0.5801,0.68,0.724,0.5584,399.0
0.2569,0.3999,0.5842,0.3337,0.0207,0.4877,0.6431,0.2735,0.1843,90.0
0.1901,0.0837,0.758,0.1605,0.3674,0.2763,0.8914,0.4524,0.1547,93.0
0.3585,0.7498,0.6622,0.0888,0.2232,0.6154,0.4062,0.2445,0.2486,170.0
0.2604,0.6562,0.7313,0.2709,0.0178,0.4358,0.6285,0.2789,0.1656,98.0
0.0363,0.1777,0.2404,0.2257,0.1382,0.0261,0.4769,0.0242,0.0188,96.0
0.5619,0.8991,0.8058,0.2114,0.7421,0.3298,0.3321,0.4381,0.3219,309.0
0.2802,0.3397,0.7361,0.2257,0.3314,0.2939,0.7323,0.3865,0.22,137.0
0.2735,0.0,0.5116,0.1025,0.2942,0.5495,0.4725,0.22,0.2073,127.0
0.6797,0.9659,0.6332,0.1869,0.5043,0.0974,0.8841,0.3808,0.4559,171.0
0.5377,0.6842,0.9376,0.0331,0.618,0.0497,0.0761,0.15,0.1162,1329.0
0.0965,0.3286,0.4769,0.0805,0.1598,0.1076,0.2958,0.0261,0.028,260.0
0.6597,0.7208,0.6829,0.2869,0.6622,0.2939,0.5645,0.4779,0.5925,488.0
0.1267,0.3496,0.745,0.1296,0.1133,0.2206,0.9058,0.29,0.0815,207.0
0.5336,0.0624,0.4142,0.4056,0.5715,0.5033,0.5883,0.4706,0.3537,83.0
0.1076,0.4801,0.4486,0.0408,0.0274,0.234,0.6746,0.0691,0.0672,79.0
0.944,0.5925,0.6482,0.3037,0.9882,0.8771,0.1117,0.7186,0.8898,136.0
0.1563,0.2792,0.7256,0.0745,0.1041,0.313,0.4167,0.1245,0.0379,195.0
0.3528,0.7291,0.788,0.0968,0.7947,0.0786,0.964,0.5998,0.1172,70.0
0.311,0.4989,0.8415,0.1461,0.0239,0.3298,0.8637,0.3314,0.1372,177.0
0.6472,0.8316,0.6049,0.6663,0.8029,0.4734,0.5043,0.7749,0.7711,417.0
0.9105,0.9507,0.9618,0.1184,0.9019,0.8153,0.1888,0.7475,0.7485,26581.0
0.5514,0.717,0.5594,0.2913,0.4158,0.0621,0.0599,0.0643,0.1853,628.0
0.7275,0.8459,0.581,0.8138,0.8325,0.1261,0.3986,0.6176,0.4642,547.0
0.7472,0.872,0.4686,0.9589,0.8469,0.1907,0.2779,0.6125,0.6272,243.0
0.7335,0.8169,0.2506,0.9946,0.8596,0.8676,0.1592,0.8195,0.6355,79.0
0.5304,0.5947,0.2273,0.8087,0.0191,0.0261,0.9252,0.2471,0.3161,70.0
0.625,0.822,0.4336,0.6979,0.7014,0.3814,0.0509,0.3569,0.7443,955.0
0.8147,0.3884,0.3168,0.7026,0.9599,0.9198,0.5046,0.9077,0.9048,104.0
0.6119,0.7494,0.3709,0.9784,0.6275,0.1175,0.1831,0.3629,0.6839,1187.0
0.7396,0.8984,0.5314,0.9803,0.9698,0.6425,0.9949,0.9981,0.8644,93.0
0.7635,0.9039,0.9382,0.2709,0.9137,0.766,0.319,0.8485,0.6221,5910.0
0.6657,0.6151,0.3668,0.5387,0.3728,0.1261,0.9707,0.418,0.4613,129.0
0.7138,0.859,0.9487,0.4734,0.8727,0.7049,0.7373,0.9736,0.8749,1086.0
0.1429,0.2802,0.6428,0.3779,0.227,0.4734,0.3661,0.2805,0.0942,883.0
0.0755,0.2369,0.5091,0.3629,0.4072,0.2496,0.2187,0.1582,0.0662,681.0
0.1767,0.2557,0.7679,0.3442,0.2869,0.4358,0.8532,0.5829,0.1496,927.0
0.1331,0.4136,0.5422,0.5342,0.2209,0.7049,0.8567,0.6781,0.4807,554.0
0.3216,0.3824,0.8026,0.3566,0.3317,0.5801,0.8933,0.7358,0.1961,1015.0
0.4607,0.7526,0.9446,0.0672,0.4301,0.5033,0.5368,0.469,0.1812,4542.0
0.2381,0.5406,0.8606,0.2824,0.2248,0.4537,0.7851,0.5377,0.1388,1768.0
0.2394,0.3808,0.8781,0.2404,0.164,0.0974,0.1124,0.0837,0.0105,3226.0
0.3101,0.467,0.8797,0.4518,0.467,0.5645,0.8739,0.8593,0.2432,1498.0
0.1162,0.284,0.7195,0.3779,0.0831,0.5339,0.4043,0.2913,0.1452,594.0
0.8399,0.9325,0.9551,0.0888,0.7997,0.9723,0.5562,0.8991,0.8023,3951.0
0.8201,0.9427,0.9672,0.0108,0.6017,0.774,0.242,0.5326,0.242,6992.0
0.7131,0.7246,0.8602,0.0462,0.3244,0.313,0.6259,0.3149,0.198,5165.0
0.8262,0.908,0.9405,0.0258,0.531,0.9398,0.3107,0.6157,0.6062,6843.0
0.467,0.6367,0.8192,0.1391,0.2502,0.8322,0.6587,0.5887,0.3438,1598.0
0.8921,0.9503,0.8195,0.2869,0.8723,0.8848,0.9086,0.9787,0.9605,2372.0
0.964,0.9612,0.9866,0.0032,0.8959,0.9933,0.632,0.9386,0.8469,8923.0
0.5794,0.667,0.8185,0.0844,0.1687,0.5495,0.3884,0.2483,0.199,3658.0
0.9707,0.9892,0.9962,0.0064,0.9663,0.9955,0.2015,0.8322,0.6425,5528.0
0.4467,0.6402,0.7456,0.0146,0.0869,0.1754,0.7217,0.1576,0.0363,1009.0
0.8762,0.9417,0.9557,0.0108,0.5938,0.9462,0.809,0.8848,0.5387,3771.0
0.9083,0.9573,0.9659,0.0258,0.8914,0.7475,0.7211,0.8937,0.4645,7210.0
0.6336,0.8415,0.9408,0.0408,0.3601,0.6934,0.1757,0.3346,0.1735,6396.0
0.6718,0.873,0.9475,0.0108,0.3069,0.2939,0.4607,0.2534,0.1076,3871.0
0.4849,0.7663,0.7418,0.0805,0.6316,0.6425,0.2276,0.39,0.361,7561.0
0.9201,0.9825,0.944,0.0108,0.9733,0.9841,0.4798,0.9054,0.7768,4797.0
0.6361,0.8153,0.8332,0.192,0.2311,0.7587,0.5813,0.533,0.6119,1042.0
0.822,0.8656,0.9093,0.0032,0.3037,0.3814,0.284,0.2041,0.1149,2537.0
0.4263,0.6004,0.6488,0.063,0.0984,0.2038,0.341,0.0595,0.0325,1740.0
0.9261,0.9799,0.9494,0.0032,0.9277,0.9462,0.3009,0.8173,0.6316,4912.0
0.5199,0.795,0.8373,0.0369,0.3273,0.5193,0.4992,0.3384,0.2375,1244.0
0.9338,0.8953,0.9322,0.2499,0.7759,0.6297,0.3442,0.7217,0.6998,8403.0
0.9287,0.9398,0.7469,0.5342,0.8879,0.4358,0.6829,0.8749,0.9589,1011.0
0.9828,0.8806,0.4642,0.9242,0.9796,0.6807,0.8723,0.9933,0.9994,430.0
0.8959,0.7237,0.6396,0.7574,0.6562,0.8771,0.7622,0.9694,0.9379,195.0
0.8841,0.9274,0.5648,0.4642,0.7685,0.4537,0.5365,0.6393,0.8902,643.0
0.972,0.9621,0.7577,0.7988,0.8599,0.4734,0.5775,0.9255,0.9647,2187.0
0.8863,0.8278,0.6164,0.7074,0.9201,0.1907,0.2155,0.56,0.6412,887.0
0.8978,0.7026,0.1286,0.936,0.689,0.2939,0.5858,0.5524,0.8529,441.0
0.9838,0.8386,0.4438,0.9287,0.4979,0.1519,0.9723,0.7504,0.8762,68.0
0.9239,0.914,0.0847,0.9838,0.4769,0.6297,0.5899,0.6253,0.9395,68.0
0.9405,0.9561,0.7822,0.7268,0.9475,0.313,0.7001,0.9258,0.8736,891.0
0.767,0.879,0.4502,0.8087,0.8558,0.2763,0.0949,0.4731,0.5699,357.0
0.659,0.7472,0.8701,0.0844,0.1321,0.1754,0.0637,0.0535,0.0487,136.0
0.9621,0.9831,0.6982,0.9803,0.7272,0.8609,0.4136,0.9669,0.9997,417.0
0.9965,0.8746,0.2375,0.872,0.993,0.9491,0.1652,0.8523,0.9841,1296.0
0.8819,0.9223,0.2636,0.9153,0.7186,0.6807,0.8131,0.9051,0.9472,955.0
0.8793,0.5642,0.15,0.8523,0.0726,0.7389,0.0532,0.1987,0.6772,192.0
0.9927,0.8227,0.0602,0.9863,0.7291,0.3986,0.4292,0.5352,0.8946,739.0
0.8621,0.9484,0.0802,0.7335,0.8125,0.4734,0.8548,0.73,0.9319,219.0
0.9096,0.6676,0.3986,0.3671,0.8755,0.0786,0.0583,0.1706,0.4158,1706.0
0.93,0.7988,0.4257,0.9462,0.9545,0.4537,0.3088,0.794,0.886,1770.0
0.986,0.9577,0.1621,0.9621,0.2445,0.8555,0.8465,0.7841,0.9366,481.0
0.9179,0.9252,0.7698,0.5909,0.7252,0.1519,0.5237,0.6224,0.5597,1753.0
0.7389,0.6603,0.5256,0.9927,0.362,0.7284,0.5466,0.8284,0.8949,347.0
0.9507,0.9124,0.5931,0.9621,0.7243,0.8071,0.6797,0.9777,0.9863,273.0
0.9513,0.7574,0.3843,0.7708,0.6001,0.5645,0.5072,0.6622,0.8765,495.0
0.8641,0.8281,0.0411,0.9924,0.8138,0.2939,0.7813,0.7141,0.8545,278.0
0.9561,0.8691,0.227,0.9287,0.7501,0.1076,0.5209,0.4986,0.9242,1108.0
0.6581,0.723,0.914,0.0462,0.1309,0.9608,0.8351,0.6953,0.2512,3307.0
0.1761,0.4441,0.4161,0.6377,0.5651,0.8555,0.9351,0.9096,0.6176,628.0
0.9959,0.993,0.9997,0.0032,0.9927,0.999,0.666,0.9637,0.9904,15016.0
0.5008,0.6291,0.8399,0.219,0.2951,0.9519,0.8211,0.816,0.5689,2426.0
0.3305,0.5954,0.5342,0.5737,0.6211,0.9198,0.7195,0.8984,0.7106,1113.0
0.3429,0.3617,0.7523,0.4642,0.1913,0.8946,0.8173,0.8122,0.4588,979.0
0.4132,0.6663,0.6769,0.3085,0.3629,0.9093,0.7985,0.7771,0.6893,1904.0
0.4489,0.2404,0.7488,0.2455,0.1528,0.9491,0.8329,0.7182,0.426,1274.0
0.1506,0.404,0.4222,0.8039,0.588,0.6807,0.2923,0.6383,0.5304,721.0
0.3566,0.4664,0.723,0.6272,0.3435,0.8274,0.9274,0.9204,0.5753,953.0
0.4333,0.6345,0.5266,0.3337,0.2063,0.7389,0.7654,0.5193,0.3684,842.0
0.2642,0.3973,0.7447,0.3566,0.1808,0.8609,0.8822,0.7615,0.3209,597.0
0.2728,0.5075,0.4075,0.5613,0.8459,0.8946,0.8188,0.9424,0.6705,677.0
0.6711,0.7644,0.8271,0.1461,0.8399,0.8153,0.8571,0.9303,0.4422,3166.0
0.6281,0.7112,0.8376,0.0462,0.1834,0.9653,0.6772,0.5947,0.3986,11768.0
0.2954,0.433,0.5056,0.3155,0.6135,0.788,0.8819,0.8017,0.4062,497.0
0.5428,0.4874,0.5562,0.5498,0.3461,0.9023,0.95,0.8806,0.7026,634.0
0.2455,0.3184,0.5046,0.4578,0.1652,0.8991,0.5559,0.5272,0.5167,776.0
0.3356,0.3792,0.6498,0.3037,0.1079,0.6807,0.2986,0.263,0.1805,789.0
0.4658,0.5221,0.5371,0.3824,0.334,0.6587,0.8758,0.6402,0.4107,689.0
0.1519,0.4196,0.6371,0.4483,0.3578,0.8946,0.503,0.6673,0.4505,796.0
0.5339,0.4419,0.7571,0.5699,0.5906,0.7972,0.8274,0.9465,0.6759,1183.0
0.9484,0.9863,0.9981,0.0032,0.9889,0.9984,0.3722,0.8956,0.8322,21917.0
0.0891,0.4018,0.3805,0.5435,0.297,0.5193,0.2891,0.2572,0.2786,295.0
0.3282,0.3795,0.5791,0.4779,0.4416,0.7182,0.9287,0.8246,0.3543,716.0
0.2334,0.213,0.5775,0.4279,0.2811,0.5801,0.8825,0.6164,0.1617,743.0
0.688,0.7962,0.8803,0.0293,0.1741,0.9446,0.7246,0.618,0.4801,7898.0
0.5224,0.7434,0.5559,0.3442,0.4686,0.9628,0.5212,0.6753,0.7934,686.0
0.7889,0.9271,0.8937,0.0064,0.6832,0.7389,0.3566,0.575,0.2592,10857.0
0.8968,0.9691,1.0,0.0032,0.9421,0.9997,0.7393,0.9682,0.5244,11804.0
0.4553,0.3941,0.7717,0.1566,0.1474,0.8898,0.4897,0.4537,0.3247,3073.0
0.5272,0.8249,0.7829,0.2913,0.3451,0.9462,0.8303,0.8427,0.674,3070.0
0.6065,0.7163,0.915,0.0331,0.3085,0.957,0.7628,0.7428,0.4734,5156.0
0.3454,0.5661,0.7832,0.3566,0.1904,0.7284,0.7163,0.6304,0.2563,1322.0
0.7415,0.8988,0.8631,0.0888,0.8507,0.9064,0.6749,0.9026,0.5642,3697.0
0.4454,0.3515,0.4674,0.4734,0.5374,0.7587,0.8902,0.8166,0.5839,570.0
0.1824,0.2948,0.5903,0.6734,0.5705,0.8274,0.7657,0.915,0.6297,1612.0
0.3044,0.3578,0.4655,0.5833,0.7211,0.7475,0.923,0.9182,0.4397,745.0
0.5622,0.8354,0.6081,0.0223,0.5027,0.3814,0.6266,0.3028,0.1117,918.0
0.978,0.9917,0.9952,0.0064,0.9844,0.9965,0.2251,0.8481,0.631,17867.0
0.5046,0.5056,0.8672,0.113,0.2579,0.8816,0.7405,0.6788,0.3091,1896.0
0.7845,0.9077,0.9067,0.0108,0.8666,0.9869,0.334,0.8029,0.4648,4900.0
0.7711,0.9618,0.9147,0.0408,0.9583,0.9163,0.5454,0.9007,0.6071,2420.0
0.2923,0.5906,0.6963,0.5164,0.4212,0.9093,0.9382,0.929,0.7319,1373.0
0.3235,0.4823,0.8118,0.3671,0.0812,0.2206,0.4903,0.2346,0.0656,2325.0
0.6501,0.6972,0.8711,0.0181,0.1866,0.9411,0.6616,0.5747,0.3747,1827.0
0.2305,0.2884,0.589,0.554,0.3181,0.774,0.7899,0.7612,0.4941,397.0
0.1264,0.0971,0.4741,0.7956,0.5177,0.5339,0.4702,0.6418,0.3174,268.0
0.3801,0.3827,0.4273,0.61,0.2152,0.6934,0.9185,0.6813,0.3932,472.0
0.2174,0.4406,0.575,0.6377,0.3534,0.8609,0.462,0.6963,0.4951,1302.0
0.7055,0.8997,0.7434,0.0312,0.7106,0.3986,0.5422,0.4413,0.2318,14740.0
0.6679,0.837,0.5027,0.4483,0.518,0.8991,0.8313,0.8443,0.7673,1109.0
0.1203,0.2611,0.4728,0.681,0.1748,0.5495,0.1872,0.2722,0.1601,565.0
0.6011,0.568,0.9204,0.4015,0.4196,0.9774,0.9618,0.9672,0.3493,866.0
0.5702,0.694,0.7211,0.2964,0.4919,0.7475,0.8644,0.8138,0.4349,2199.0
0.1856,0.4107,0.7061,0.2257,0.3537,0.8376,0.2579,0.4199,0.2111,857.0
0.2681,0.4167,0.3773,0.3085,0.4027,0.5645,0.8166,0.4632,0.3413,821.0
0.3515,0.4718,0.5654,0.4117,0.3633,0.6425,0.5011,0.4718,0.3578,1221.0
0.8529,0.944,0.9924,0.0064,0.8975,0.9768,0.6377,0.9382,0.5619,7306.0
0.3658,0.4148,0.4085,0.3378,0.184,0.5645,0.9169,0.4349,0.2859,500.0
0.1312,0.6609,0.4954,0.4642,0.6819,0.9701,0.8169,0.9156,0.589,305.0
0.7469,0.858,0.7978,0.5498,0.7096,0.4358,0.6571,0.8268,0.7886,2298.0
0.4317,0.5209,0.1468,0.9484,0.8188,0.1907,0.7151,0.6581,0.6695,605.0
0.4253,0.6444,0.2028,0.6781,0.3101,0.5985,0.3757,0.312,0.5969,189.0
0.9093,0.5333,0.0799,0.921,0.8335,0.8816,0.8787,0.9545,0.9637,511.0
0.2722,0.4836,0.2977,0.8255,0.1057,0.5801,0.3738,0.3216,0.5282,404.0
0.3862,0.5887,0.7861,0.723,0.744,0.2939,0.9729,0.9408,0.7644,283.0
0.7431,0.4884,0.3649,0.8946,0.1843,0.7182,0.1643,0.391,0.667,923.0
0.9548,0.4409,0.2245,0.9608,0.2853,0.8816,0.8647,0.8526,0.9252,380.0
0.8606,0.7759,0.1891,0.9844,0.6301,0.8071,0.4034,0.7561,0.9612,668.0
0.5508,0.6033,0.6339,0.8481,0.3747,0.234,0.0879,0.32,0.4693,2210.0
0.5119,0.7612,0.8249,0.6753,0.7982,0.4537,0.6536,0.9086,0.4804,3416.0
0.5387,0.7768,0.3712,0.8889,0.7682,0.5193,0.709,0.8644,0.8991,1551.0
0.7081,0.8147,0.7657,0.3337,0.8453,0.2763,0.0942,0.3846,0.4473,2241.0
0.411,0.6195,0.4069,0.7574,0.389,0.3298,0.2445,0.2967,0.6294,1443.0
0.5661,0.7243,0.4569,0.6377,0.3209,0.0621,0.029,0.0869,0.3754,129.0
0.4537,0.6125,0.8647,0.7466,0.2617,0.3298,0.3763,0.5247,0.4849,1197.0
0.7966,0.5743,0.2521,0.9316,0.6367,0.8676,0.7819,0.9261,0.9086,451.0
0.6208,0.829,0.6778,0.618,0.7284,0.3473,0.3868,0.6211,0.6543,2433.0
0.6842,0.8736,0.5412,0.631,0.4285,0.3298,0.2365,0.3133,0.4187,794.0
0.3075,0.3582,0.0465,0.8281,0.6129,0.5645,0.4187,0.4639,0.5794,544.0
0.8077,0.4575,0.3798,0.7829,0.8883,0.9198,0.4333,0.908,0.9182,246.0
0.0767,0.3384,0.3273,0.7558,0.0742,0.234,0.0573,0.0748,0.2614,199.0
0.6587,0.4986,0.4441,0.7424,0.5492,0.6807,0.4378,0.6756,0.8211,1812.0
0.8106,0.616,0.1929,0.9522,0.6539,0.774,0.8125,0.9032,0.9328,1143.0
0.7383,0.794,0.7055,0.618,0.4317,0.6934,0.7348,0.8373,0.7861,1623.0
0.9112,0.687,0.8879,0.4323,0.4826,0.5985,0.7033,0.8026,0.8303,4420.0
0.425,0.3871,0.1032,0.6068,0.5454,0.1907,0.0548,0.0853,0.1133,360.0
0.4196,0.7443,0.6657,0.2499,0.3945,0.1175,0.0481,0.0793,0.1146,568.0
0.5543,0.7456,0.4976,0.6377,0.7676,0.4358,0.2362,0.5215,0.7122,2679.0
0.4909,0.7746,0.4505,0.7536,0.5597,0.1519,0.1487,0.2703,0.3731,625.0
0.873,0.964,0.298,0.9809,0.9284,0.7972,0.1777,0.837,0.9809,788.0
0.922,0.9312,0.9758,0.0509,0.709,0.8322,0.7947,0.8968,0.6186,2964.0
0.9459,0.5845,0.4362,0.8039,0.8593,0.9446,0.4779,0.9414,0.9869,1098.0
0.8309,0.8637,0.9319,0.1605,0.6202,0.7587,0.6425,0.808,0.7233,4734.0
0.7724,0.6861,0.2235,0.9236,0.6428,0.6154,0.6243,0.7644,0.7542,960.0
0.652,0.681,0.7252,0.5014,0.7555,0.5801,0.3117,0.6883,0.7615,3629.0
