minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.3247,0.2579,0.0557,0.8497,0.3808,0.021,0.9761,0.3674,0.3133,151.0
0.5177,0.2919,0.6893,0.4709,0.1394,0.7475,0.5056,0.5091,0.4534,1122.0
0.3671,0.3295,0.0653,0.9249,0.4273,0.9701,0.9433,0.8895,0.8752,425.0
0.0618,0.0,0.2343,0.767,0.4916,0.4877,0.1229,0.2865,0.4635,186.0
0.3607,0.3537,0.8284,0.3671,0.1197,0.4734,0.8857,0.5721,0.4967,1232.0
0.0029,0.0,0.3734,0.9968,0.7835,0.9341,0.1977,0.8736,0.8332,281.0
0.4199,0.3897,0.1757,0.5575,0.6313,0.8555,0.8103,0.765,0.8067,309.0
0.0325,0.0745,0.34,0.7424,0.5059,0.1076,0.4492,0.3056,0.2184,618.0
0.2751,0.2636,0.3362,0.9838,0.7459,0.8676,0.9532,0.9917,0.8625,277.0
0.3789,0.469,0.7899,0.5046,0.5148,0.8946,0.4015,0.8032,0.7182,316.0
0.3817,0.1878,0.5021,0.7536,0.6482,0.2496,0.0907,0.3496,0.4594,447.0
0.0096,0.0,0.0242,0.7424,0.171,0.9093,0.3034,0.3069,0.6326,143.0
0.3177,0.4731,0.375,0.3212,0.5263,0.3626,0.079,0.1366,0.4406,403.0
0.2346,0.0,0.2547,0.7791,0.2124,0.3814,0.2642,0.2101,0.6011,196.0
0.2197,0.397,0.5202,0.816,0.6807,0.8848,0.3025,0.8472,0.844,235.0
0.2525,0.4594,0.5571,0.7268,0.6329,0.6705,0.313,0.7026,0.8341,513.0
0.2474,0.1968,0.39,0.9752,0.1706,0.6154,0.9573,0.8048,0.7864,219.0
0.2856,0.1436,0.1328,0.8243,0.4368,0.7182,0.7695,0.6915,0.6749,576.0
0.3435,0.3289,0.3018,0.4253,0.6654,0.2763,0.2655,0.2216,0.3416,702.0
0.077,0.3754,0.3095,0.8255,0.6412,0.9312,0.3435,0.7746,0.7507,148.0
0.1983,0.602,0.3289,0.8434,0.7227,0.313,0.249,0.4546,0.7791,458.0
0.4018,0.2429,0.3617,0.1229,0.191,0.0372,0.8676,0.1051,0.0344,639.0
0.1496,0.1318,0.1789,0.9086,0.9074,0.1624,0.0315,0.3241,0.553,182.0
0.2143,0.0,0.0993,0.9004,0.6157,0.9889,0.4311,0.7679,0.8243,133.0
0.0322,0.0796,0.3547,0.816,0.255,0.1175,0.4113,0.2295,0.2187,262.0
0.1051,0.0748,0.5288,0.9529,0.8169,0.9653,0.5909,0.9895,0.9,805.0
0.0277,0.1353,0.4925,0.9698,0.2362,0.8676,0.4661,0.7673,0.7418,1403.0
0.0557,0.1312,0.3091,0.8691,0.7405,0.8676,0.5084,0.8771,0.7931,327.0
0.1831,0.2964,0.3738,0.7791,0.3741,0.7389,0.3932,0.5661,0.7587,1300.0
0.0134,0.0474,0.3801,0.9456,0.4218,0.8609,0.4935,0.8001,0.8045,332.0
0.1732,0.7103,0.6199,0.9128,0.1885,0.6425,0.9522,0.8851,0.7071,374.0
0.2034,0.6749,0.2439,0.8848,0.7593,0.8609,0.1741,0.7147,0.8918,391.0
0.4358,0.6039,0.66,0.3629,0.5521,0.313,0.6355,0.4947,0.3012,680.0
0.5651,0.8367,0.525,0.1869,0.8118,0.0872,0.7596,0.4161,0.4069,578.0
0.4776,0.3964,0.3002,0.3037,0.2018,0.4537,0.51,0.1671,0.3983,353.0
0.1777,0.0,0.2983,0.4117,0.503,0.0372,0.0774,0.0538,0.0866,255.0
0.3563,0.1213,0.2197,0.5466,0.4164,0.8376,0.7902,0.6527,0.7829,407.0
0.4699,0.4938,0.1149,0.7956,0.574,0.8322,0.3703,0.5823,0.7399,225.0
0.4104,0.0761,0.1748,0.7192,0.4358,0.6587,0.0837,0.2751,0.5231,248.0
0.0592,0.2104,0.361,0.8348,0.525,0.7049,0.0614,0.4747,0.5524,174.0
0.5326,0.2385,0.1662,0.618,0.4995,0.5495,0.9392,0.6288,0.6141,275.0
0.5677,0.8332,0.8055,0.3337,0.7943,0.6297,0.8424,0.9089,0.7173,1605.0
0.4126,0.4489,0.056,0.6979,0.6141,0.2763,0.7313,0.4187,0.5871,199.0
0.2216,0.5597,0.142,0.937,0.6721,0.9475,0.3203,0.7584,0.8656,388.0
0.3929,0.4473,0.3337,0.723,0.773,0.5645,0.6348,0.7641,0.7612,253.0
0.0774,0.1178,0.4005,0.9166,0.2725,0.6587,0.8112,0.7797,0.7679,899.0
0.0045,0.0,0.1535,0.9857,0.0939,0.9688,0.4409,0.5568,0.8415,174.0
0.4562,0.78,0.382,0.0745,0.1006,0.3626,0.2544,0.0306,0.1713,339.0
0.6014,0.5877,0.4024,0.7335,0.8357,0.7475,0.4244,0.8236,0.9109,1027.0
0.6899,0.7342,0.0509,0.8087,0.8602,0.788,0.9777,0.9306,0.88,433.0
0.7036,0.4935,0.4339,0.7864,0.6192,0.1519,0.078,0.2738,0.3279,1263.0
0.7408,0.5536,0.0665,0.9357,0.298,0.7475,0.1519,0.3292,0.7135,336.0
0.7456,0.362,0.2827,0.73,0.7768,0.8676,0.9175,0.9526,0.936,776.0
0.5759,0.4763,0.1137,0.9198,0.68,0.3814,0.4301,0.4957,0.6737,661.0
0.8599,0.233,0.1452,0.9494,0.4413,0.9134,0.5826,0.7666,0.9032,286.0
0.7205,0.6132,0.7625,0.6622,0.5915,0.3626,0.5928,0.7399,0.575,1528.0
0.9026,0.4132,0.8208,0.4117,0.5282,0.9163,0.5167,0.8411,0.8026,4324.0
0.7157,0.4298,0.6896,0.6781,0.5998,0.6587,0.4782,0.802,0.7475,3293.0
0.5855,0.6555,0.0299,0.9564,0.6727,0.957,0.8036,0.9124,0.8879,204.0
0.2687,0.4565,0.0353,0.9596,0.8924,0.006,0.0207,0.2168,0.1471,79.0
0.7399,0.0904,0.1238,0.9303,0.5817,0.6807,0.9255,0.8615,0.687,197.0
0.9045,0.0586,0.3782,0.8984,0.6651,0.9475,0.9519,0.9873,0.9688,262.0
0.8373,0.1579,0.0831,0.8637,0.8223,0.8555,0.9338,0.95,0.9233,420.0
0.8294,0.4877,0.368,0.9573,0.6527,0.8676,0.1347,0.7453,0.8867,462.0
0.9067,0.6708,0.9615,0.1229,0.6558,0.6587,0.5578,0.7319,0.6024,6265.0
0.9755,0.0907,0.3072,0.7335,0.8612,0.9914,0.9908,0.9911,0.9764,149.0
0.8691,0.1041,0.0911,0.9226,0.8405,0.234,0.9768,0.781,0.6657,391.0
0.7272,0.8118,0.4998,0.6453,0.8239,0.9554,0.8542,0.9812,0.9962,623.0
0.7463,0.1538,0.1213,0.8637,0.7902,0.8898,0.8867,0.9484,0.9723,387.0
0.6218,0.6727,0.0315,0.9344,0.3887,0.1404,0.9736,0.462,0.6816,363.0
0.8125,0.7332,0.5317,0.8309,0.8255,0.9134,0.2219,0.8857,0.9354,1230.0
0.8949,0.1267,0.1375,0.7829,0.8262,0.8771,0.9452,0.9516,0.8427,577.0
0.7348,0.5501,0.2451,0.7536,0.6543,0.9535,0.8879,0.9328,0.9344,271.0
0.8612,0.9109,0.9468,0.057,0.5536,0.7284,0.0993,0.4218,0.5527,6426.0
0.5922,0.1987,0.1054,0.7246,0.9373,0.6934,0.4066,0.6826,0.8201,559.0
0.737,0.7319,0.8988,0.5046,0.4976,0.6154,0.5396,0.7771,0.5571,2728.0
0.6135,0.7186,0.4823,0.7335,0.6453,0.5801,0.538,0.7443,0.759,1387.0
0.524,0.5212,0.0,0.8972,0.4365,0.234,0.9182,0.4728,0.6565,258.0
0.8647,0.5377,0.71,0.7122,0.5431,0.9023,0.8797,0.9752,0.8558,518.0
0.3976,0.2849,0.4658,0.8972,0.7775,0.2496,0.0863,0.4661,0.4639,1925.0
0.9557,0.1305,0.3722,0.5116,0.9204,0.9892,0.9682,0.9774,0.9532,226.0
0.8851,0.178,0.4718,0.7058,0.6406,0.9411,0.6982,0.923,0.9287,590.0
0.8663,0.2388,0.8574,0.8074,0.6071,0.9163,0.5587,0.9748,0.943,638.0
0.9672,0.7459,0.9481,0.0223,0.4951,0.9898,0.7192,0.8344,0.7599,5831.0
0.8217,0.2646,0.5756,0.5963,0.6364,0.8472,0.8182,0.9271,0.8351,2476.0
0.7393,0.7348,0.4228,0.9287,0.7915,0.0872,0.3537,0.5288,0.5852,295.0
0.8023,0.504,0.1242,0.8192,0.9191,0.8376,0.0528,0.6183,0.8141,400.0
0.7947,0.5018,0.6457,0.61,0.5119,0.8472,0.6877,0.88,0.8822,2310.0
0.8364,0.4091,0.0818,0.9249,0.625,0.9134,0.2748,0.6584,0.7969,181.0
0.801,0.0981,0.2572,0.8007,0.7119,0.8472,0.8017,0.9118,0.8972,372.0
0.717,0.3047,0.1082,0.9904,0.6641,0.7972,0.4486,0.7545,0.8252,426.0
0.7625,0.7373,0.2563,0.2572,0.5868,0.6425,0.1022,0.1885,0.7049,762.0
0.7443,0.5699,0.3346,0.4667,0.5447,0.3298,0.2098,0.2063,0.4002,640.0
0.9124,0.3575,0.1691,0.985,0.6657,0.9341,0.2735,0.7628,0.9468,211.0
0.893,0.2318,0.1038,0.6622,0.7542,0.8071,0.1697,0.4811,0.6004,338.0
0.9449,0.5482,0.1786,0.5304,0.61,0.766,0.4027,0.4753,0.7447,692.0
0.8535,0.4693,0.2725,0.8192,0.7549,0.9341,0.3505,0.8192,0.8774,1612.0
0.7587,0.7211,0.2047,0.9102,0.8717,0.6425,0.0535,0.5782,0.7577,891.0
0.8434,0.7424,0.5712,0.7647,0.8841,0.788,0.4457,0.9217,0.95,895.0
0.5791,0.6584,0.7749,0.3629,0.3448,0.1519,0.1611,0.1741,0.3228,3109.0
0.7689,0.4811,0.2289,0.8309,0.6504,0.5985,0.6546,0.7354,0.8739,2222.0
0.9214,0.3448,0.1503,0.6781,0.7074,0.985,0.0353,0.5107,0.9258,102.0
0.7246,0.7087,0.7564,0.689,0.8548,0.6297,0.2439,0.8338,0.8042,1737.0
0.7179,0.411,0.2127,0.9557,0.7883,0.6587,0.5151,0.8188,0.8335,439.0
0.5909,0.7638,0.3655,0.8309,0.9147,0.6807,0.113,0.7049,0.8227,850.0
0.6966,0.538,0.2856,0.8255,0.3015,0.2496,0.7106,0.4171,0.5954,716.0
0.744,0.6765,0.4572,0.8609,0.8513,0.872,0.7545,0.9838,0.9927,1078.0
0.7864,0.1172,0.468,0.8039,0.6699,0.774,0.6113,0.8863,0.9026,813.0
0.8354,0.3633,0.5568,0.7924,0.5912,0.6154,0.6673,0.8545,0.7284,369.0
0.5737,0.1741,0.0484,0.8774,0.1143,0.2206,0.865,0.2954,0.6956,200.0
0.8749,0.2181,0.283,0.8087,0.8918,0.3626,0.9838,0.8889,0.666,285.0
0.7504,0.3133,0.1391,0.8902,0.3104,0.6297,0.9561,0.7167,0.8472,291.0
0.3238,0.5231,0.8294,0.4323,0.4489,0.8946,0.6705,0.8701,0.5466,1488.0
0.1745,0.496,0.6218,0.4518,0.2894,0.766,0.6861,0.6546,0.5501,1051.0
0.3352,0.6476,0.8465,0.1815,0.2684,0.774,0.6641,0.6087,0.177,3074.0
0.0939,0.3079,0.483,0.3629,0.2216,0.4187,0.7517,0.348,0.2401,429.0
0.1344,0.1659,0.3696,0.4056,0.4613,0.6705,0.6724,0.525,0.1815,746.0
0.1503,0.3604,0.6511,0.4429,0.4139,0.8153,0.6781,0.7523,0.4015,1717.0
0.1063,0.0933,0.5279,0.3719,0.3773,0.6587,0.6921,0.5492,0.1872,543.0
0.0821,0.1891,0.311,0.4483,0.3989,0.1519,0.5183,0.1821,0.092,488.0
0.1041,0.185,0.7163,0.489,0.3776,0.6297,0.2939,0.4881,0.3913,925.0
0.2018,0.1706,0.681,0.5202,0.4177,0.8071,0.7845,0.8497,0.4384,2166.0
0.113,0.0688,0.2327,0.3566,0.3416,0.5339,0.412,0.2018,0.4706,318.0
0.1601,0.2378,0.5877,0.4518,0.1312,0.6154,0.0745,0.1952,0.0548,455.0
0.0812,0.2257,0.2674,0.5833,0.5973,0.8153,0.2961,0.5138,0.5562,907.0
0.0876,0.4066,0.2493,0.5833,0.4702,0.4877,0.5186,0.3827,0.2977,541.0
0.355,0.3349,0.433,0.5498,0.1117,0.8195,0.7011,0.5425,0.6151,587.0
0.1659,0.3725,0.6616,0.3212,0.2006,0.4187,0.3553,0.2311,0.0853,2630.0
0.4273,0.3852,0.737,0.134,0.1337,0.93,0.9354,0.6845,0.5705,1130.0
0.6972,0.7004,0.9277,0.0694,0.3964,0.1754,0.6581,0.3416,0.1563,6299.0
0.8122,0.7931,0.9742,0.0312,0.4136,0.774,0.6046,0.6457,0.3582,10845.0
0.5848,0.3266,0.6441,0.0331,0.2528,0.2206,0.0818,0.0392,0.0821,976.0
0.618,0.7657,0.3575,0.2913,0.6243,0.6705,0.3785,0.3878,0.6699,508.0
0.3553,0.4317,0.7663,0.0312,0.0704,0.2496,0.5314,0.1293,0.0366,1932.0
0.4635,0.462,0.7568,0.2572,0.3881,0.2939,0.3626,0.2687,0.219,1597.0
0.9137,0.6272,0.7692,0.0408,0.2378,0.1261,0.311,0.0815,0.1465,1774.0
0.7631,0.6921,0.7587,0.2913,0.1465,0.872,0.4521,0.4935,0.6867,553.0
0.6358,0.7596,0.8959,0.0258,0.3636,0.3473,0.4868,0.2916,0.1697,2409.0
0.0433,0.1283,0.546,0.3824,0.1038,0.7389,0.5145,0.3693,0.1958,413.0
0.6094,0.4387,0.887,0.113,0.1815,0.3298,0.0955,0.114,0.086,3028.0
0.8504,0.8765,0.9678,0.0369,0.5196,0.1404,0.0764,0.1563,0.1242,2098.0
0.5969,0.7195,0.7268,0.219,0.1089,0.9446,0.9061,0.7055,0.4327,284.0
0.9032,0.9389,0.9914,0.0064,0.7781,0.7475,0.1149,0.5559,0.3114,6845.0
0.9911,0.9328,0.986,0.0181,0.8688,0.8472,0.5361,0.8641,0.618,10137.0
0.4422,0.5486,0.3496,0.1025,0.3222,0.0786,0.149,0.0153,0.0261,562.0
0.6364,0.483,0.8001,0.2114,0.1802,0.4187,0.616,0.341,0.184,1215.0
0.8765,0.6848,0.7991,0.5046,0.1515,0.9542,0.9898,0.907,0.8924,423.0
0.5995,0.6953,0.5033,0.0844,0.0309,0.4537,0.1802,0.0417,0.1913,414.0
0.5578,0.6097,0.8628,0.1391,0.5062,0.788,0.8472,0.8233,0.5934,2132.0
0.7612,0.8453,0.9156,0.219,0.695,0.6705,0.766,0.8672,0.6533,1463.0
0.5727,0.2305,0.9965,0.3337,0.1694,0.6807,0.3451,0.496,0.2884,800.0
0.9736,0.7399,0.9608,0.0032,0.5498,0.994,0.7552,0.8656,0.8364,12413.0
0.3451,0.4744,0.6638,0.0181,0.1172,0.4537,0.2818,0.093,0.0691,2798.0
0.3773,0.66,0.8083,0.0888,0.1012,0.8848,0.8217,0.5912,0.4148,1765.0
0.5158,0.8895,0.858,0.0462,0.2709,0.9341,0.6714,0.6342,0.5403,6969.0
0.4416,0.8061,0.2528,0.0032,0.0911,0.042,0.376,0.0067,0.0169,183.0
0.6695,0.9319,0.9484,0.0223,0.5435,0.9277,0.5788,0.7587,0.4826,7915.0
0.32,0.6288,0.7529,0.1025,0.1493,0.6297,0.5702,0.3311,0.1729,888.0
0.7584,0.9204,0.9131,0.0408,0.6619,0.9701,0.6816,0.8676,0.823,5749.0
0.4989,0.553,0.8886,0.0408,0.1732,0.774,0.9675,0.6708,0.2194,1426.0
0.6533,0.8883,0.9729,0.0146,0.4709,0.9163,0.7456,0.8128,0.2321,12483.0
0.6415,0.8395,0.0634,0.0605,0.8672,0.788,0.6135,0.4244,0.0939,88.0
0.6078,0.8516,0.9723,0.0108,0.3241,0.8609,0.6281,0.645,0.2076,6099.0
0.532,0.7832,0.8316,0.0968,0.241,0.5495,0.5696,0.3709,0.2436,5915.0
0.9019,0.9758,0.9943,0.0064,0.8379,0.9959,0.8599,0.9698,0.7214,6642.0
0.5918,0.8469,0.8943,0.0293,0.5116,0.8376,0.724,0.751,0.3935,9071.0
0.0783,0.1939,0.0968,0.5259,0.2926,0.1754,0.2697,0.0611,0.2416,224.0
0.5005,0.22,0.376,0.3085,0.2085,0.5339,0.943,0.4158,0.3967,112.0
0.3922,0.4776,0.503,0.5202,0.6145,0.1907,0.1633,0.2439,0.1859,1371.0
0.0799,0.297,0.5909,0.3037,0.1092,0.7284,0.4699,0.3305,0.3922,443.0
0.1404,0.4024,0.397,0.4015,0.6218,0.1754,0.1761,0.1678,0.1875,316.0
0.1493,0.2509,0.1847,0.5046,0.3254,0.5339,0.3101,0.1942,0.462,276.0
0.666,0.3155,0.3397,0.3518,0.6256,0.3814,0.9904,0.5836,0.5237,153.0
0.1627,0.3177,0.4082,0.3295,0.5011,0.3298,0.2353,0.1754,0.1035,762.0
0.3464,0.2197,0.7714,0.2346,0.1165,0.788,0.3196,0.3429,0.4031,1579.0
0.2047,0.3359,0.2292,0.3037,0.533,0.1754,0.4731,0.1503,0.2053,227.0
0.6383,0.6192,0.795,0.2076,0.3986,0.8274,0.7007,0.7189,0.6351,2254.0
0.3276,0.7294,0.6393,0.5613,0.5272,0.6297,0.8144,0.8332,0.6422,642.0
0.5906,0.6313,0.8956,0.2499,0.2703,0.8153,0.6686,0.7023,0.6915,2139.0
0.4473,0.3461,0.3445,0.4167,0.5769,0.2496,0.092,0.141,0.3588,738.0
0.2079,0.1417,0.6784,0.3378,0.0907,0.5495,0.2311,0.2079,0.1477,334.0
0.2853,0.2225,0.3878,0.4429,0.1471,0.5033,0.2518,0.1554,0.4199,379.0
0.6956,0.255,0.7453,0.4167,0.0971,0.7389,0.9459,0.7265,0.6243,496.0
0.1465,0.4043,0.3056,0.7026,0.66,0.7972,0.347,0.6536,0.7765,645.0
0.3512,0.354,0.8236,0.2824,0.1105,0.0786,0.1585,0.0761,0.049,696.0
0.1356,0.2359,0.1917,0.5202,0.4343,0.6425,0.3575,0.306,0.4556,248.0
0.2353,0.1321,0.6336,0.3442,0.326,0.788,0.39,0.4686,0.3862,527.0
0.0993,0.1044,0.5998,0.2709,0.0783,0.6705,0.4276,0.2649,0.2254,347.0
0.5174,0.632,0.916,0.2499,0.4451,0.3986,0.3582,0.4139,0.2954,1330.0
0.3203,0.263,0.694,0.2709,0.3754,0.4358,0.3903,0.3123,0.1745,421.0
0.6724,0.3457,0.8609,0.2455,0.3009,0.8472,0.2872,0.503,0.694,6979.0
0.0646,0.4206,0.4158,0.6004,0.5135,0.7587,0.1821,0.4639,0.6148,482.0
0.3696,0.1407,0.5702,0.1391,0.0732,0.9312,0.9303,0.5571,0.4709,202.0
0.27,0.4053,0.7813,0.3566,0.347,0.2763,0.6934,0.453,0.142,1027.0
0.4435,0.3435,0.6845,0.4578,0.1789,0.6297,0.965,0.7112,0.6135,546.0
0.134,0.2502,0.4804,0.4779,0.4776,0.7182,0.7176,0.6855,0.4995,653.0
0.2773,0.624,0.8032,0.2763,0.6896,0.8424,0.8539,0.9245,0.5298,416.0
0.1117,0.2372,0.4833,0.4228,0.3508,0.4358,0.4403,0.2983,0.2932,507.0
0.6905,0.7354,0.9691,0.0844,0.4556,0.8274,0.8669,0.8465,0.5715,3170.0
0.4075,0.3327,0.6699,0.5807,0.5966,0.4537,0.8513,0.8274,0.5686,754.0
0.1837,0.127,0.4699,0.2499,0.4508,0.5801,0.383,0.2989,0.4094,517.0
0.1375,0.1474,0.5524,0.2572,0.0627,0.7389,0.6979,0.383,0.3547,203.0
0.462,0.4451,0.943,0.4578,0.54,0.6297,0.9223,0.9322,0.5931,678.0
0.4852,0.3598,0.8128,0.2869,0.2945,0.766,0.8475,0.7539,0.595,2396.0
0.5947,0.5253,0.9621,0.1391,0.2748,0.766,0.7065,0.6727,0.411,2833.0
0.1576,0.171,0.2365,0.7074,0.6568,0.3626,0.1235,0.2798,0.4132,298.0
0.6444,0.8357,0.9226,0.1605,0.5046,0.7284,0.44,0.6202,0.5043,6023.0
0.4763,0.1248,0.0745,0.9032,0.5224,0.6154,0.6966,0.6533,0.7803,249.0
0.2881,0.4795,0.4893,0.3518,0.4903,0.3814,0.5342,0.3515,0.2948,1215.0
0.3502,0.4721,0.3894,0.1391,0.113,0.0974,0.4715,0.0376,0.0376,225.0
0.4368,0.49,0.5798,0.3155,0.2483,0.3814,0.8243,0.4034,0.4085,1354.0
0.1662,0.2999,0.6861,0.2346,0.1608,0.0872,0.0665,0.0395,0.0089,1896.0
0.6523,0.4839,0.7498,0.2652,0.6097,0.9723,0.6141,0.85,0.6593,189.0
0.5616,0.8109,0.836,0.1493,0.3671,0.6154,0.1668,0.2996,0.3365,11677.0
0.3754,0.2576,0.398,0.4368,0.2034,0.6297,0.8427,0.4893,0.4715,419.0
0.2789,0.4117,0.801,0.2114,0.1738,0.5645,0.88,0.5508,0.2636,853.0
0.3021,0.3158,0.6654,0.5014,0.4053,0.5801,0.4304,0.5269,0.5339,380.0
0.3133,0.348,0.6431,0.6418,0.6167,0.7182,0.8771,0.9344,0.6597,520.0
0.2295,0.235,0.6148,0.3862,0.3079,0.7587,0.4011,0.4626,0.3849,352.0
0.3034,0.382,0.7479,0.4015,0.2789,0.3814,0.3913,0.3298,0.1678,894.0
0.1681,0.3317,0.1573,0.6453,0.8252,0.2763,0.2662,0.3155,0.5002,199.0
0.3012,0.2865,0.7233,0.3922,0.206,0.3814,0.1082,0.1767,0.1455,2121.0
0.2964,0.3337,0.469,0.6418,0.3738,0.5193,0.7755,0.6332,0.66,889.0
0.0694,0.0599,0.1324,0.5833,0.1907,0.5339,0.4639,0.2143,0.376,222.0
0.6192,0.3107,0.7911,0.2824,0.5463,0.8555,0.7494,0.8551,0.7822,2507.0
0.3416,0.4769,0.3677,0.8395,0.6663,0.2939,0.3976,0.5164,0.6266,658.0
0.6651,0.7402,0.9077,0.1025,0.2273,0.4537,0.1512,0.1875,0.1331,13124.0
0.5345,0.8188,0.2098,0.7488,0.8997,0.313,0.6307,0.6485,0.8281,365.0
0.1258,0.1703,0.3884,0.5091,0.6049,0.6705,0.3286,0.4846,0.6307,444.0
0.1168,0.2939,0.1955,0.3973,0.199,0.7182,0.3531,0.1977,0.3002,120.0
0.148,0.3193,0.2875,0.7599,0.5909,0.8071,0.5142,0.7338,0.7708,335.0
0.0936,0.518,0.2665,0.7424,0.7443,0.7389,0.1159,0.539,0.6925,192.0
0.1617,0.3203,0.3422,0.4429,0.4097,0.6297,0.4365,0.3559,0.3098,360.0
0.4992,0.7568,0.8259,0.2964,0.5078,0.263,0.7103,0.5355,0.269,2099.0
0.0732,0.3833,0.2248,0.3155,0.1939,0.263,0.461,0.0767,0.2595,206.0
0.1235,0.1554,0.2394,0.3442,0.3375,0.6425,0.2028,0.1652,0.4658,562.0
0.702,0.4912,0.7743,0.1493,0.2986,0.8555,0.7055,0.6351,0.6969,2894.0
0.3161,0.2805,0.6886,0.2795,0.2318,0.7389,0.1824,0.2929,0.3394,2446.0
0.439,0.6297,0.6727,0.3973,0.7303,0.7587,0.2321,0.6415,0.6654,911.0
0.2012,0.369,0.4448,0.4935,0.2451,0.5033,0.3228,0.248,0.4046,638.0
0.4581,0.3263,0.2849,0.3442,0.1531,0.7284,0.4444,0.2299,0.5326,130.0
0.1827,0.0993,0.7001,0.2652,0.1996,0.5645,0.1796,0.2152,0.2442,969.0
0.2213,0.2413,0.2935,0.4429,0.4785,0.3473,0.5798,0.3034,0.3865,828.0
0.5457,0.7259,0.6129,0.5498,0.6718,0.4877,0.4473,0.6275,0.6721,1106.0
0.6912,0.7154,0.9573,0.1493,0.3598,0.8071,0.8287,0.8007,0.2557,2914.0
0.8844,0.801,0.9118,0.063,0.5957,0.9752,0.2496,0.6437,0.8682,29275.0
0.1589,0.2617,0.5352,0.6482,0.5425,0.5985,0.1684,0.4795,0.5667,482.0
0.2053,0.1729,0.4425,0.5642,0.6409,0.4537,0.433,0.4989,0.3139,278.0
0.5228,0.7345,0.8835,0.1229,0.5345,0.3298,0.1184,0.2429,0.1436,3129.0
0.4451,0.2977,0.7762,0.4167,0.3913,0.5193,0.3187,0.4387,0.2709,411.0
0.6689,0.0974,0.8634,0.5667,0.6183,0.6934,0.8064,0.9478,0.7472,537.0
0.2929,0.2665,0.9764,0.2964,0.6116,0.788,0.567,0.8602,0.4066,378.0
0.3827,0.46,0.9548,0.2018,0.1398,0.6807,0.8491,0.6616,0.1999,555.0
0.1961,0.5291,0.8529,0.134,0.2506,0.3626,0.794,0.4253,0.155,240.0
0.4078,0.2416,0.7393,0.3824,0.582,0.3814,0.8083,0.6985,0.2894,429.0
0.3655,0.5138,0.8822,0.0968,0.1859,0.1754,0.1356,0.0796,0.022,568.0
0.518,0.1133,0.3343,0.3922,0.6224,0.4877,0.2327,0.2732,0.3273,495.0
0.383,0.7829,0.8762,0.0805,0.1442,0.1907,0.5552,0.1891,0.2149,131.0
0.2073,0.2194,0.7303,0.1691,0.2235,0.3986,0.7141,0.3464,0.0828,560.0
0.3887,0.4534,0.9774,0.1229,0.404,0.5645,0.8621,0.7202,0.2006,552.0
0.4769,0.4145,0.7338,0.6208,0.8354,0.7182,0.2856,0.8418,0.723,129.0
0.4218,0.7284,0.7542,0.0223,0.694,0.4187,0.5938,0.4702,0.468,113.0
0.1293,0.1366,0.781,0.2709,0.1149,0.5645,0.3085,0.2623,0.1404,780.0
0.5673,0.7794,0.9688,0.0844,0.3505,0.234,0.0694,0.1484,0.1121,3147.0
0.269,0.4881,0.7386,0.1964,0.2537,0.0621,0.0895,0.0567,0.0532,185.0
0.0665,0.1468,0.8841,0.2302,0.0665,0.3473,0.3528,0.2034,0.0417,419.0
0.2999,0.5568,0.7243,0.0408,0.1137,0.4358,0.5664,0.2038,0.1821,201.0
0.0287,0.6501,0.6514,0.1751,0.4199,0.6587,0.4667,0.4167,0.2381,196.0
0.4448,0.6364,0.879,0.113,0.3712,0.5495,0.5116,0.4406,0.3871,375.0
0.2709,0.5705,0.8924,0.2346,0.4495,0.3626,0.5205,0.4569,0.1955,484.0
0.0949,0.2633,0.6902,0.2824,0.0758,0.1754,0.3897,0.1172,0.0891,81.0
0.7004,0.8685,0.9933,0.0108,0.7065,0.9023,0.5304,0.823,0.3181,10566.0
0.0567,0.1503,0.6189,0.2455,0.1439,0.3986,0.3432,0.1585,0.0458,180.0
0.2467,0.1191,0.567,0.4734,0.6304,0.2206,0.0968,0.2426,0.1484,269.0
0.1866,0.1544,0.8182,0.1296,0.469,0.1261,0.3776,0.2184,0.1102,421.0
0.2904,0.1465,0.7036,0.3862,0.5619,0.4358,0.6164,0.5906,0.3152,616.0
0.2448,0.375,0.703,0.057,0.2369,0.2939,0.2693,0.0981,0.0735,83.0
0.1254,0.2025,0.6663,0.6533,0.333,0.3626,0.3403,0.4075,0.3572,195.0
0.5314,0.8564,0.8695,0.134,0.5737,0.5645,0.5976,0.611,0.4314,399.0
0.2324,0.2655,0.6851,0.4935,0.1449,0.6297,0.5855,0.5011,0.3999,191.0
0.1079,0.0767,0.7794,0.0745,0.0554,0.1907,0.532,0.1238,0.0388,80.0
0.0863,0.256,0.5543,0.134,0.6571,0.5495,0.5966,0.4788,0.1114,162.0
0.305,0.6275,0.7647,0.1296,0.3457,0.234,0.2983,0.1684,0.1194,247.0
0.4597,0.6781,0.9242,0.1086,0.6937,0.4358,0.8048,0.7373,0.3257,213.0
0.2932,0.6606,0.8863,0.1493,0.2557,0.1624,0.212,0.1379,0.1429,324.0
0.8997,0.1687,0.7918,0.482,0.8644,0.8472,0.2235,0.8494,0.8771,117.0
0.2184,0.5266,0.6721,0.5498,0.1767,0.2763,0.1955,0.1999,0.1366,99.0
