fips,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
27043,201.0,14119.0,712.4749399,19.81683735,0.2999,0.5568,0.7243,0.0408,0.1137,0.4358,0.5664,0.2038,0.1821,727.0,3722.0,3583.0,1831.0
27045,196.0,20877.0,861.2906288,24.23920487,0.0287,0.6501,0.6514,0.1751,0.4199,0.6587,0.4667,0.4167,0.2381,1299.0,4918.0,5015.0,3203.0
27047,375.0,30751.0,707.0867753,43.48971169,0.4448,0.6364,0.879,0.113,0.3712,0.5495,0.5116,0.4406,0.3871,2440.0,7623.0,7977.0,3732.0
27049,484.0,46450.0,756.8492096,61.37285923,0.2709,0.5705,0.8924,0.2346,0.4495,0.3626,0.5205,0.4569,0.1955,1841.0,10722.0,11613.0,8504.0
27051,81.0,5943.0,547.7963458,10.84892232,0.0949,0.2633,0.6902,0.2824,0.0758,0.1754,0.3897,0.1172,0.0891,300.0,1410.0,1728.0,794.0
27053,10566.0,1209265.0,553.6405536,2184.205966,0.7004,0.8685,0.9933,0.0108,0.7065,0.9023,0.5304,0.823,0.3181,57577.0,141681.0,232296.0,432616.0
27055,180.0,18791.0,552.0426736,34.03903521,0.0567,0.1503,0.6189,0.2455,0.1439,0.3986,0.3432,0.1585,0.0458,647.0,4562.0,4811.0,3309.0
27057,269.0,20640.0,925.9002571,22.29181798,0.2467,0.1191,0.567,0.4734,0.6304,0.2206,0.0968,0.2426,0.1484,1066.0,4781.0,5274.0,4189.0
27059,421.0,38461.0,435.7433801,88.26525372,0.1866,0.1544,0.8182,0.1296,0.469,0.1261,0.3776,0.2184,0.1102,2026.0,9374.0,10657.0,5008.0
27061,616.0,45356.0,2667.253344,17.00475889,0.2904,0.1465,0.7036,0.3862,0.5619,0.4358,0.6164,0.5906,0.3152,1959.0,9765.0,13354.0,7514.0
27063,83.0,10163.0,702.9719739,14.45719087,0.2448,0.375,0.703,0.057,0.2369,0.2939,0.2693,0.0981,0.0735,523.0,2336.0,2670.0,1610.0
27065,195.0,15918.0,521.5893648,30.51826029,0.1254,0.2025,0.6663,0.6533,0.333,0.3626,0.3403,0.4075,0.3572,1119.0,4515.0,4139.0,1682.0
27067,399.0,42510.0,797.292228,53.31796612,0.5314,0.8564,0.8695,0.134,0.5737,0.5645,0.5976,0.611,0.4314,3164.0,7451.0,11491.0,6699.0
27069,0.0,4436.0,1098.805692,4.037110502,0.07,0.1904,0.7141,0.3518,0.2391,0.2939,0.744,0.3996,0.1382,168.0,1114.0,999.0,796.0
27071,191.0,12930.0,3104.190306,4.165337408,0.2324,0.2655,0.6851,0.4935,0.1449,0.6297,0.5855,0.5011,0.3999,761.0,3338.0,3807.0,1454.0
27073,80.0,6916.0,765.0203866,9.04028196,0.1079,0.0767,0.7794,0.0745,0.0554,0.1907,0.532,0.1238,0.0388,335.0,1839.0,1864.0,934.0
27075,162.0,10721.0,2109.278506,5.082780663,0.0863,0.256,0.5543,0.134,0.6571,0.5495,0.5966,0.4788,0.1114,433.0,2506.0,2830.0,2335.0
27077,0.0,3901.0,1297.867355,3.005700071,0.2139,0.0,0.5667,0.8994,0.4464,0.3473,0.361,0.5444,0.1608,197.0,1084.0,1059.0,468.0
27079,247.0,27650.0,448.7734886,61.61237395,0.305,0.6275,0.7647,0.1296,0.3457,0.234,0.2983,0.1684,0.1194,1184.0,6926.0,6778.0,4447.0
27081,0.0,5793.0,536.7503737,10.79272653,0.0318,0.0,0.5307,0.093,0.0958,0.1624,0.6937,0.1025,0.0621,322.0,1529.0,1370.0,768.0
27083,213.0,25670.0,714.5638313,35.92401249,0.4597,0.6781,0.9242,0.1086,0.6937,0.4358,0.8048,0.7373,0.3257,1315.0,5205.0,5617.0,4291.0
27085,324.0,35926.0,491.481276,73.09739303,0.2932,0.6606,0.8863,0.1493,0.2557,0.1624,0.212,0.1379,0.1429,1700.0,8905.0,9775.0,4354.0
27087,117.0,5480.0,557.8735979,9.823013708,0.8997,0.1687,0.7918,0.482,0.8644,0.8472,0.2235,0.8494,0.8771,439.0,1226.0,1237.0,443.0
27089,99.0,9406.0,1775.059327,5.298977819,0.2184,0.5266,0.6721,0.5498,0.1767,0.2763,0.1955,0.1999,0.1366,652.0,2413.0,2227.0,1253.0
27091,242.0,20193.0,712.337922,28.34750106,0.2187,0.3528,0.8545,0.113,0.3442,0.7389,0.4397,0.4776,0.304,958.0,5328.0,4891.0,2878.0
27093,247.0,23094.0,608.1526892,37.97401608,0.1691,0.6087,0.6673,0.2795,0.5256,0.2763,0.3887,0.3005,0.1761,1165.0,5572.0,5962.0,3068.0
27095,355.0,25788.0,572.3372746,45.05734843,0.3738,0.2085,0.773,0.4429,0.6027,0.5495,0.5266,0.6995,0.524,1810.0,6876.0,6507.0,2615.0
27097,365.0,32850.0,1125.080807,29.19790277,0.0742,0.3429,0.794,0.3496,0.3585,0.6425,0.4282,0.5209,0.2639,2138.0,8794.0,8054.0,3977.0
27099,394.0,39248.0,711.3281687,55.17565833,0.5505,0.8914,0.8688,0.1086,0.4298,0.6934,0.3999,0.4839,0.5651,3317.0,8581.0,8987.0,5952.0
27101,82.0,8463.0,704.6993877,12.00937612,0.2133,0.4919,0.6839,0.1184,0.0484,0.234,0.4957,0.1047,0.0996,583.0,2168.0,1982.0,1239.0
27103,228.0,33226.0,448.6199949,74.06268195,0.3575,0.6103,0.8749,0.2114,0.1716,0.4734,0.9172,0.5591,0.1964,1327.0,5584.0,7760.0,7490.0
27105,197.0,21729.0,715.1047598,30.38575775,0.7962,0.9774,0.8475,0.0408,0.9121,0.4537,0.5097,0.6243,0.7396,3321.0,4379.0,4145.0,2141.0
27107,108.0,6638.0,872.788354,7.605509365,0.3649,0.5721,0.8278,0.3037,0.752,0.2206,0.5444,0.5594,0.3177,365.0,1662.0,1623.0,859.0
27109,1171.0,150104.0,653.6967822,229.6232811,0.5476,0.8122,0.9296,0.1391,0.5603,0.6425,0.4817,0.6186,0.2697,5652.0,20830.0,31208.0,47003.0
27111,662.0,57694.0,1972.03801,29.25602839,0.2397,0.5836,0.7373,0.3862,0.2913,0.5339,0.5189,0.461,0.2028,3280.0,12252.0,15612.0,10343.0
27113,153.0,14156.0,616.5773885,22.95899957,0.3257,0.2824,0.8848,0.5575,0.0863,0.5645,0.4553,0.5065,0.2057,667.0,3227.0,3971.0,1883.0
27115,400.0,29067.0,1411.289156,20.59606273,0.3744,0.4276,0.6466,0.6734,0.425,0.4187,0.8497,0.7558,0.5123,2042.0,8682.0,7437.0,3171.0
27117,103.0,9285.0,465.055269,19.96536889,0.3518,0.7501,0.767,0.0888,0.6517,0.3986,0.4995,0.4308,0.4343,643.0,2202.0,2040.0,1324.0
27119,378.0,31550.0,1971.076775,16.00647951,0.4037,0.5848,0.923,0.2824,0.2168,0.6154,0.78,0.6568,0.3263,1722.0,6493.0,7617.0,5363.0
27121,112.0,10975.0,669.5528423,16.39153672,0.0484,0.1016,0.5603,0.2572,0.2592,0.3298,0.5021,0.2149,0.0452,479.0,2451.0,3275.0,1845.0
27123,5214.0,531528.0,152.157553,3493.273843,0.7666,0.9163,0.992,0.057,0.8956,0.9198,0.667,0.9433,0.6189,35294.0,75759.0,98633.0,153452.0
27125,0.0,4042.0,432.4069534,9.347675768,0.2649,0.2553,0.7953,0.4101,0.2073,0.8153,0.1047,0.3954,0.2181,206.0,1050.0,1092.0,454.0
27127,175.0,15578.0,878.5753087,17.7309786,0.4231,0.3712,0.8383,0.134,0.1506,0.3298,0.5992,0.2662,0.2655,954.0,3898.0,3590.0,1988.0
27129,178.0,14995.0,982.9171121,15.25560987,0.3805,0.4336,0.7275,0.1869,0.2238,0.3986,0.574,0.2891,0.1773,967.0,3737.0,3959.0,1558.0
27131,556.0,65116.0,495.843734,131.3236319,0.5088,0.8246,0.9096,0.2018,0.46,0.6425,0.9592,0.8335,0.3703,3737.0,13137.0,13139.0,11840.0
27133,91.0,9554.0,482.4579151,19.80276352,0.1796,0.4737,0.7733,0.0694,0.3725,0.0974,0.6332,0.2257,0.1719,428.0,2099.0,2321.0,1511.0
27135,137.0,15609.0,1671.613409,9.337685326,0.2674,0.4756,0.8446,0.6845,0.6714,0.313,0.3241,0.667,0.2464,733.0,3648.0,3901.0,2107.0
27137,2547.0,200353.0,6247.552214,32.0690397,0.313,0.2983,0.9016,0.2114,0.311,0.8609,0.7972,0.7892,0.3187,7510.0,37043.0,51749.0,39946.0
27139,883.0,139490.0,356.2591853,391.540782,0.5301,0.7491,0.802,0.0509,0.3973,0.1175,0.1869,0.0971,0.0726,5000.0,20804.0,30510.0,37319.0
27141,709.0,91188.0,432.9152107,210.6370895,0.2862,0.4228,0.8504,0.0369,0.5145,0.0786,0.5747,0.2671,0.1044,3322.0,17580.0,24348.0,16382.0
27143,142.0,14957.0,588.7814001,25.40331607,0.3766,0.7775,0.7173,0.1229,0.2251,0.1907,0.3629,0.1184,0.185,961.0,4044.0,3616.0,1693.0
27145,1261.0,153661.0,1342.827289,114.4309482,0.4034,0.7135,0.964,0.1025,0.6285,0.5033,0.8246,0.7606,0.3276,8136.0,27419.0,35489.0,26904.0
27147,339.0,36541.0,429.6449249,85.04929975,0.4244,0.5081,0.8806,0.1493,0.6425,0.5985,0.3849,0.5638,0.2665,1839.0,8273.0,8082.0,6385.0
27149,68.0,9762.0,563.6114926,17.3204417,0.3709,0.7058,0.9274,0.0844,0.1073,0.5033,0.7685,0.4241,0.2079,351.0,1835.0,1868.0,1781.0
27151,127.0,9483.0,742.0382322,12.77966497,0.2595,0.6027,0.8644,0.0968,0.3594,0.5033,0.4094,0.3445,0.3037,626.0,2175.0,2550.0,1301.0
27153,247.0,24335.0,944.9789712,25.7518958,0.2989,0.7873,0.5476,0.4518,0.7962,0.3986,0.3521,0.5053,0.4365,2193.0,6191.0,5950.0,2553.0
27155,0.0,3397.0,573.8715007,5.919443631,0.333,0.4712,0.716,0.192,0.0325,0.4877,0.6479,0.2773,0.2031,169.0,890.0,1017.0,440.0
27157,213.0,21327.0,522.9208429,40.78437547,0.157,0.0955,0.6504,0.4117,0.1633,0.1907,0.2585,0.1398,0.029,1026.0,5096.0,5661.0,3660.0
27159,220.0,13755.0,536.2653234,25.64961671,0.1573,0.1175,0.7765,0.4976,0.3757,0.7972,0.6804,0.8169,0.6358,870.0,3431.0,3669.0,1276.0
27161,163.0,19034.0,423.3615662,44.95920632,0.3798,0.595,0.8663,0.1391,0.3852,0.4358,0.8663,0.5861,0.2455,906.0,4704.0,4540.0,2765.0
27163,1934.0,248745.0,384.40144,647.0969516,0.5068,0.5833,0.8548,0.0509,0.284,0.0974,0.3706,0.1334,0.0745,6801.0,36185.0,53184.0,76389.0
27165,111.0,10996.0,434.9540895,25.28082909,0.6434,0.9188,0.6507,0.0968,0.2015,0.2939,0.3181,0.0984,0.34,1153.0,3063.0,2058.0,1148.0
27167,68.0,6479.0,750.98327,8.627355973,0.1929,0.0,0.8045,0.1229,0.2264,0.766,0.638,0.5129,0.1748,224.0,1260.0,1859.0,1043.0
27169,463.0,51145.0,626.090829,81.68942529,0.3082,0.5323,0.9061,0.2114,0.3247,0.7835,0.9083,0.8201,0.2324,2051.0,8543.0,11358.0,9440.0
27171,1004.0,129922.0,661.3272362,196.4564483,0.2544,0.3875,0.8134,0.1869,0.5358,0.1624,0.1111,0.1764,0.0758,4418.0,25490.0,31212.0,25680.0
27173,114.0,10038.0,759.1008448,13.22353949,0.3442,0.4632,0.7033,0.0968,0.1945,0.2763,0.6619,0.2209,0.2101,596.0,2417.0,2638.0,1178.0
28001,655.0,31747.0,462.3433488,68.6654195,0.943,0.923,0.7377,0.5259,0.6514,0.8322,0.8956,0.9621,0.9828,4937.0,7355.0,6119.0,3890.0
28003,751.0,37309.0,400.0405015,93.26305676,0.5234,0.6281,0.3859,0.6243,0.617,0.4358,0.2668,0.3935,0.7517,4768.0,8218.0,8167.0,4371.0
28005,250.0,12692.0,730.099912,17.38392211,0.8332,0.0519,0.0274,0.9316,0.3543,0.4734,0.1108,0.2133,0.7195,1636.0,3546.0,2710.0,1134.0
28007,348.0,19085.0,734.9816351,25.9666352,0.8577,0.1289,0.3827,0.7899,0.8153,0.8848,0.4849,0.8946,0.9618,2751.0,3986.0,3839.0,1710.0
28009,182.0,8378.0,406.6161394,20.60419936,0.8042,0.3209,0.0427,0.9032,0.3454,0.1519,0.1404,0.1063,0.6587,1561.0,1900.0,1575.0,657.0
28011,722.0,33615.0,876.5730807,38.34820021,0.9618,0.4002,0.6737,0.4935,0.8112,0.9599,0.7988,0.9739,0.9895,4568.0,5127.0,6056.0,4867.0
28013,265.0,14724.0,586.5731862,25.10172702,0.7491,0.6329,0.1067,0.7708,0.7791,0.8898,0.384,0.7198,0.9545,2216.0,3679.0,2808.0,1163.0
28015,171.0,10301.0,628.2423314,16.39653918,0.7606,0.3152,0.0255,0.8039,0.6014,0.1519,0.3712,0.2292,0.5183,1446.0,2586.0,2372.0,894.0
28017,321.0,17357.0,501.7817357,34.5907369,0.8787,0.6396,0.2299,0.8949,0.7479,0.8771,0.4677,0.8529,0.9726,2791.0,4353.0,2794.0,1412.0
28019,175.0,8320.0,418.1826627,19.895612,0.7243,0.07,0.3276,0.7147,0.7466,0.8848,0.4374,0.8061,0.8777,1130.0,2076.0,1474.0,1104.0
28021,193.0,9209.0,487.4151745,18.89354391,0.9933,0.1856,0.7943,0.978,0.9548,0.8195,0.8634,1.0,0.9873,1024.0,1457.0,1478.0,1249.0
28023,339.0,16203.0,691.5771078,23.42905776,0.7705,0.0,0.0287,0.9287,0.2028,0.7049,0.0302,0.2108,0.7265,1865.0,4295.0,3376.0,1359.0
28025,338.0,20147.0,410.0658114,49.13113808,0.9363,0.1929,0.2069,0.6663,0.2162,0.8676,0.2448,0.3301,0.8271,2450.0,4602.0,3615.0,2735.0
28027,508.0,24804.0,552.5255875,44.89203859,0.9809,0.312,0.6635,0.4518,0.5756,0.9688,0.6683,0.887,0.964,2957.0,3643.0,5467.0,2376.0
28029,525.0,28780.0,777.2420778,37.02836069,0.9109,0.5896,0.0662,0.9058,0.8768,0.7972,0.7526,0.9061,0.971,3738.0,6514.0,5919.0,2752.0
28031,387.0,19503.0,413.7962567,47.13189084,0.7969,0.1309,0.0608,0.8787,0.5877,0.6587,0.2521,0.4454,0.8889,2089.0,4558.0,3969.0,1836.0
28033,2318.0,170890.0,476.2787086,358.8025182,0.7262,0.5511,0.6527,0.2018,0.5896,0.0974,0.0408,0.1057,0.2744,11177.0,34159.0,42256.0,29253.0
28035,1306.0,76274.0,466.0416388,163.6634877,0.8325,0.5049,0.8733,0.4323,0.7507,0.774,0.8147,0.9631,0.9462,5912.0,12750.0,15159.0,13001.0
28037,153.0,7818.0,563.7119358,13.86878564,0.7778,0.0723,0.0,0.9166,0.2585,0.5495,0.262,0.242,0.7001,817.0,1876.0,1972.0,637.0
28039,420.0,23313.0,478.6959172,48.70106296,0.4148,0.3976,0.0,0.8497,0.4581,0.1261,0.5384,0.235,0.5772,2442.0,5696.0,5288.0,2145.0
28041,263.0,13941.0,712.757426,19.55924904,0.6835,0.0548,0.1764,0.8039,0.6829,0.4358,0.9889,0.7927,0.7354,2331.0,3297.0,3216.0,952.0
28043,507.0,21518.0,422.1069436,50.97760255,0.85,0.0621,0.5174,0.6663,0.5546,0.7049,0.3865,0.6638,0.8883,2739.0,3977.0,4520.0,3046.0
28045,805.0,46028.0,473.9636348,97.11293571,0.482,0.1315,0.5989,0.5642,0.5931,0.2206,0.1337,0.2888,0.5565,4218.0,9468.0,12564.0,7406.0
28047,3488.0,198570.0,574.0231963,345.9267871,0.7564,0.6918,0.9245,0.4056,0.8144,0.4734,0.596,0.851,0.8564,15860.0,39433.0,48842.0,31213.0
28049,3826.0,244596.0,869.7633105,281.2213358,0.9777,0.4702,0.8262,0.1751,0.8166,0.8071,0.7087,0.8905,0.8746,19116.0,38349.0,51502.0,44555.0
28051,364.0,18547.0,756.6737517,24.51122423,0.9879,0.0,0.1178,0.937,0.851,0.9411,0.7268,0.9522,0.9592,2548.0,4495.0,2816.0,1117.0
28053,164.0,8822.0,418.5142131,21.07933189,0.9815,0.2798,0.205,0.4865,0.916,0.9806,0.1601,0.616,0.9341,1629.0,1824.0,1259.0,691.0
28055,0.0,1352.0,413.0453173,3.273248584,0.9373,0.0,0.4607,0.9128,0.8774,0.9863,0.9847,0.9994,0.9392,438.0,354.0,283.0,35.0
28057,425.0,23511.0,532.7921274,44.12790428,0.3372,0.1146,0.1372,0.8281,0.5664,0.1404,0.7886,0.4578,0.6625,3288.0,4890.0,5470.0,2068.0
28059,2170.0,140850.0,722.7504632,194.8805392,0.7128,0.5247,0.7348,0.4056,0.3489,0.2939,0.1041,0.2076,0.518,10955.0,30344.0,35326.0,20479.0
28061,294.0,16538.0,676.2388996,24.4558543,0.9058,0.1296,0.0532,0.9462,0.6804,0.3814,0.0347,0.2846,0.7383,1797.0,4366.0,3480.0,1712.0
28063,165.0,7528.0,519.9328918,14.47879163,0.992,0.1382,0.3741,0.9675,0.7931,0.9796,0.8459,0.9946,0.9745,1071.0,1841.0,1175.0,773.0
28065,279.0,11771.0,408.4462297,28.81897088,0.9401,0.0,0.028,0.9004,0.2843,0.9023,0.2375,0.4069,0.8688,1399.0,2910.0,2522.0,1125.0
28067,1193.0,68313.0,694.8132923,98.31849902,0.7552,0.5336,0.3451,0.7743,0.7708,0.5645,0.6237,0.7873,0.8968,7149.0,13418.0,15026.0,9334.0
28069,171.0,10128.0,766.1820107,13.21879117,0.9564,0.1286,0.1016,0.8281,0.5349,0.9198,0.9265,0.8832,0.9325,1205.0,2588.0,1966.0,991.0
28071,549.0,52193.0,631.7176039,82.62077814,0.6944,0.2967,0.8551,0.4935,0.623,0.1907,0.9306,0.795,0.44,3007.0,5884.0,8182.0,14309.0
28073,661.0,59623.0,497.1061744,119.9401719,0.6431,0.4292,0.8472,0.4368,0.5982,0.2763,0.0653,0.3397,0.455,4332.0,9941.0,12782.0,14001.0
28075,1300.0,79233.0,703.6520266,112.6025322,0.865,0.4161,0.6667,0.6068,0.8268,0.8472,0.7727,0.972,0.937,7951.0,14103.0,19171.0,10130.0
28077,265.0,12603.0,430.6676739,29.26386344,0.7475,0.0481,0.0325,0.8542,0.7033,0.6154,0.0,0.3317,0.6686,1563.0,2871.0,2613.0,1503.0
28079,395.0,23011.0,583.0012126,39.46990075,0.8946,0.7109,0.2381,0.8739,0.9328,0.7972,0.7116,0.9491,0.9911,3151.0,5380.0,4086.0,2102.0
28081,1357.0,85281.0,449.950807,189.5340528,0.7345,0.4648,0.7606,0.5014,0.8109,0.4734,0.2318,0.6329,0.7682,9232.0,14625.0,18808.0,13774.0
28083,628.0,30500.0,593.3590567,51.40226589,0.9799,0.5314,0.4581,0.3922,0.852,0.9736,0.8032,0.9284,0.9694,3272.0,6794.0,4447.0,3290.0
28085,630.0,34691.0,586.1242342,59.18711082,0.7284,0.4333,0.2295,0.9144,0.5855,0.2496,0.5037,0.4699,0.7762,3175.0,8752.0,7573.0,3757.0
28087,951.0,59785.0,505.4373324,118.2837044,0.8704,0.4766,0.6816,0.5202,0.4763,0.7389,0.6428,0.78,0.8577,5491.0,12570.0,12033.0,9215.0
28089,1252.0,101791.0,714.3113989,142.5022758,0.8481,0.6342,0.7892,0.2302,0.6269,0.2038,0.4534,0.3795,0.3454,5703.0,11737.0,18184.0,33429.0
28091,531.0,25810.0,542.3843494,47.58618133,0.7536,0.142,0.2544,0.872,0.9112,0.774,0.6495,0.9236,0.9351,3137.0,6670.0,5068.0,2091.0
28093,691.0,36196.0,706.1766325,51.25629812,0.894,0.2283,0.0726,0.7988,0.3088,0.4358,0.8316,0.4505,0.6648,4389.0,9484.0,7217.0,3374.0
28095,648.0,36029.0,765.0923189,47.09104916,0.7297,0.0525,0.0809,0.8255,0.5113,0.7475,0.2302,0.4257,0.7571,4712.0,8910.0,6996.0,4144.0
28097,232.0,10353.0,406.9803564,25.43857422,0.8714,0.0,0.1047,0.6533,0.6991,0.7587,0.206,0.4384,0.8465,1586.0,2392.0,1816.0,1388.0
28099,653.0,29474.0,570.1340909,51.69661045,0.8163,0.4078,0.2302,0.7708,0.9379,0.5495,0.3123,0.6482,0.9096,3664.0,6625.0,6140.0,2155.0
28101,383.0,21652.0,577.8544382,37.46964386,0.7911,0.311,0.3457,0.7864,0.8787,0.6587,0.7202,0.9042,0.9347,2024.0,4234.0,5190.0,2248.0
28103,201.0,11098.0,695.1580741,15.96471423,0.9764,0.1617,0.2919,0.9618,0.398,0.978,0.4505,0.7876,0.972,2019.0,2058.0,1781.0,1085.0
28105,508.0,49424.0,458.2068307,107.8639529,0.8376,0.3324,0.9058,0.482,0.5387,0.5801,0.9421,0.9198,0.7268,2401.0,5604.0,6816.0,11011.0
28107,657.0,34319.0,685.1428087,50.09028711,0.8956,0.5129,0.1547,0.9128,0.8676,0.7182,0.0847,0.61,0.8707,4397.0,8283.0,6583.0,3362.0
28109,1077.0,55167.0,810.8851358,68.03306358,0.5419,0.2353,0.2346,0.7619,0.7071,0.5033,0.6568,0.6804,0.7997,6125.0,11491.0,13869.0,6290.0
28111,227.0,12174.0,647.2071988,18.81005036,0.6068,0.0,0.0551,0.972,0.8364,0.5495,0.1703,0.5285,0.8125,1394.0,3306.0,2604.0,878.0
28113,836.0,39939.0,409.0173475,97.64622513,0.9134,0.5737,0.3142,0.8774,0.6281,0.9376,0.6033,0.8959,0.9815,4283.0,9137.0,7800.0,4228.0
28115,484.0,30862.0,497.7406419,62.00417928,0.6103,0.7994,0.0519,0.8902,0.8278,0.2939,0.1137,0.3196,0.8052,4838.0,5994.0,6040.0,3721.0
28117,513.0,25339.0,414.9739883,61.0616586,0.5231,0.0,0.2881,0.7599,0.5918,0.3298,0.7711,0.6119,0.801,3370.0,5835.0,5634.0,2095.0
28119,181.0,7634.0,405.0115547,18.84884496,0.9733,0.5425,0.036,0.5575,0.8147,0.9134,0.5498,0.6851,0.9701,1386.0,1502.0,1449.0,498.0
28121,1864.0,147930.0,775.4172215,190.7747157,0.6399,0.4626,0.6797,0.5893,0.6094,0.0704,0.7587,0.5938,0.3368,11072.0,27971.0,35423.0,30489.0
28123,525.0,28268.0,609.2311477,46.39946612,0.8828,0.9137,0.2811,0.9401,0.9331,0.9605,0.1273,0.8618,0.992,4797.0,6920.0,4633.0,2102.0
28125,115.0,4662.0,431.71982,10.7986703,0.9784,0.0965,0.0656,0.7829,0.9258,0.978,0.6523,0.9083,0.9717,658.0,816.0,878.0,571.0
28127,500.0,27279.0,589.1649461,46.30112531,0.7937,0.3664,0.1111,0.887,0.9249,0.6934,0.5998,0.852,0.9309,3699.0,5483.0,6086.0,2957.0
28129,275.0,16137.0,636.2675573,25.36197204,0.646,0.0713,0.1162,0.8984,0.7991,0.788,0.077,0.5753,0.7144,2284.0,4307.0,3063.0,1339.0
28131,332.0,17995.0,445.4845347,40.39421932,0.6148,0.3311,0.0627,0.8309,0.8965,0.1754,0.7415,0.5934,0.7695,2150.0,4334.0,3698.0,1906.0
28133,615.0,27424.0,697.7585185,39.30299562,0.979,0.3174,0.4957,0.2114,0.9016,0.9226,0.9688,0.9351,0.9443,4398.0,5642.0,4770.0,2687.0
28135,267.0,14776.0,645.2187016,22.90076212,0.9487,0.6839,0.3085,0.8523,0.7237,0.9064,0.9927,0.9822,0.9854,3003.0,2833.0,2997.0,1009.0
28137,490.0,28338.0,404.7625753,70.01141343,0.7555,0.6113,0.2779,0.8192,0.9316,0.5495,0.8507,0.916,0.8895,3167.0,6599.0,5908.0,2944.0
28139,433.0,22061.0,457.8110163,48.18800599,0.6071,0.5635,0.0977,0.859,0.5976,0.6154,0.3139,0.4715,0.8567,2886.0,5182.0,4080.0,2176.0
28141,429.0,19503.0,424.302635,45.96483357,0.2286,0.1786,0.383,0.7536,0.6702,0.2763,0.3015,0.4215,0.6644,2678.0,5308.0,4108.0,1553.0
28143,215.0,10407.0,454.6746357,22.88889501,0.9834,0.5718,0.9389,0.554,0.9736,0.9491,0.2254,0.9618,0.9784,1098.0,2231.0,2217.0,1128.0
28145,437.0,27989.0,415.5999623,67.34601188,0.5887,0.5463,0.3537,0.8348,0.8478,0.3986,0.1557,0.5301,0.809,4175.0,6413.0,5919.0,2546.0
28147,270.0,14812.0,403.9280486,36.66989715,0.8688,0.1675,0.0264,0.9261,0.887,0.3986,0.1353,0.4177,0.8446,1778.0,4251.0,2278.0,1397.0
28149,926.0,47834.0,588.514204,81.2792617,0.8924,0.3865,0.8166,0.6558,0.6794,0.7587,0.2343,0.8243,0.8077,4044.0,9590.0,10736.0,7050.0
28151,1042.0,48824.0,724.7404445,67.36756638,0.9774,0.3505,0.632,0.3862,0.6998,0.9688,0.1917,0.6902,0.9542,6317.0,9644.0,8533.0,5354.0
28153,346.0,20517.0,810.7159672,25.30726029,0.8239,0.2843,0.3629,0.9481,0.3999,0.4877,0.1016,0.3779,0.8669,2772.0,5131.0,3420.0,2038.0
28155,191.0,9922.0,420.9374024,23.57120072,0.5979,0.1188,0.0474,0.7813,0.7434,0.5033,0.1191,0.3273,0.7243,1001.0,2429.0,1972.0,1227.0
28157,204.0,9233.0,678.1059812,13.61586574,0.9729,0.2184,0.0866,0.972,0.3664,0.9653,0.9449,0.8908,0.9564,1569.0,2528.0,1280.0,853.0
28159,351.0,18519.0,607.2264556,30.49768308,0.8816,0.2989,0.0971,0.7466,0.8561,0.8816,0.6154,0.843,0.9452,2337.0,4561.0,3985.0,1876.0
28161,269.0,12380.0,467.1286487,26.50233514,0.8227,0.0,0.3292,0.9166,0.7208,0.7475,0.3747,0.7937,0.845,1436.0,3449.0,2514.0,1182.0
28163,515.0,27719.0,922.1582276,30.05883282,0.9468,0.7106,0.0643,0.8309,0.9156,0.93,0.9672,0.9704,0.9914,4166.0,7621.0,5297.0,2649.0
29001,310.0,25547.0,567.3236274,45.03073513,0.3397,0.4753,0.659,0.3862,0.0825,0.8195,0.9414,0.696,0.3792,1338.0,4663.0,3333.0,4202.0
29003,205.0,17347.0,432.7031817,40.08983695,0.1468,0.0,0.3512,0.3442,0.3337,0.0621,0.2264,0.0509,0.0462,1011.0,4558.0,3594.0,3036.0
29005,83.0,5380.0,547.2851571,9.830341514,0.0443,0.1496,0.3413,0.1391,0.0446,0.5801,0.5463,0.1305,0.106,333.0,1521.0,1150.0,900.0
29007,389.0,25868.0,692.2346414,37.36883197,0.4346,0.4193,0.2888,0.2709,0.3438,0.6587,0.8927,0.4534,0.6122,2432.0,8041.0,4513.0,2589.0
29009,641.0,35716.0,778.2500542,45.8927048,0.4413,0.8688,0.1121,0.6905,0.7195,0.2206,0.1178,0.1955,0.7046,4077.0,10269.0,6880.0,3634.0
29011,182.0,12075.0,591.9205715,20.39969648,0.2601,0.44,0.2662,0.5466,0.6036,0.872,0.2394,0.4973,0.6285,1038.0,3323.0,2114.0,1605.0
29013,261.0,16513.0,836.6883387,19.73614217,0.1646,0.1671,0.1859,0.5699,0.4588,0.3626,0.4989,0.277,0.4629,1422.0,4972.0,3048.0,1816.0
29015,412.0,18825.0,704.0429228,26.73842658,0.1302,0.0541,0.0942,0.8787,0.5871,0.5193,0.2853,0.4117,0.5365,2293.0,5962.0,4608.0,1920.0
29017,224.0,12282.0,617.9048701,19.87684609,0.0462,0.1853,0.1407,0.7319,0.624,0.3814,0.4253,0.3798,0.5024,1765.0,4122.0,2057.0,774.0
